Municipios;Sexo;Periodo;Total
29074 Montejaque;Mujeres;2006;507
29074 Montejaque;Mujeres;2005;514
29074 Montejaque;Mujeres;2004;499
29074 Montejaque;Mujeres;2003;507
29074 Montejaque;Mujeres;2002;503
29074 Montejaque;Mujeres;2001;507
29074 Montejaque;Mujeres;2000;521
29074 Montejaque;Mujeres;1999;524
29074 Montejaque;Mujeres;1998;514
29074 Montejaque;Mujeres;1997;""
29074 Montejaque;Mujeres;1996;542
29075 Nerja;Total;2022;21.450
29075 Nerja;Total;2021;21.018
29075 Nerja;Total;2020;21.144
29075 Nerja;Total;2019;21.091
29075 Nerja;Total;2018;21.061
29075 Nerja;Total;2017;21.047
29075 Nerja;Total;2016;21.204
29075 Nerja;Total;2015;21.185
29075 Nerja;Total;2014;20.649
29075 Nerja;Total;2013;22.918
29075 Nerja;Total;2012;22.617
29075 Nerja;Total;2011;22.294
29075 Nerja;Total;2010;21.957
29075 Nerja;Total;2009;21.811
29075 Nerja;Total;2008;21.621
29075 Nerja;Total;2007;20.796
29075 Nerja;Total;2006;20.361
29075 Nerja;Total;2005;19.496
29075 Nerja;Total;2004;18.509
29075 Nerja;Total;2003;17.637
29075 Nerja;Total;2002;17.186
29075 Nerja;Total;2001;16.464
29075 Nerja;Total;2000;16.112
29075 Nerja;Total;1999;15.725
29075 Nerja;Total;1998;15.326
29075 Nerja;Total;1997;""
29075 Nerja;Total;1996;14.965
29075 Nerja;Hombres;2022;10.529
29075 Nerja;Hombres;2021;10.357
29075 Nerja;Hombres;2020;10.431
29075 Nerja;Hombres;2019;10.410
29075 Nerja;Hombres;2018;10.397
29075 Nerja;Hombres;2017;10.398
29075 Nerja;Hombres;2016;10.488
29075 Nerja;Hombres;2015;10.446
29075 Nerja;Hombres;2014;10.187
29075 Nerja;Hombres;2013;11.341
29075 Nerja;Hombres;2012;11.209
29075 Nerja;Hombres;2011;11.071
29075 Nerja;Hombres;2010;10.876
29075 Nerja;Hombres;2009;10.824
29075 Nerja;Hombres;2008;10.748
29075 Nerja;Hombres;2007;10.313
29075 Nerja;Hombres;2006;10.071
29075 Nerja;Hombres;2005;9.673
29075 Nerja;Hombres;2004;9.155
29075 Nerja;Hombres;2003;8.695
29075 Nerja;Hombres;2002;8.507
29075 Nerja;Hombres;2001;8.133
29075 Nerja;Hombres;2000;7.936
29075 Nerja;Hombres;1999;7.763
29075 Nerja;Hombres;1998;7.541
29075 Nerja;Hombres;1997;""
29075 Nerja;Hombres;1996;7.369
29075 Nerja;Mujeres;2022;10.921
29075 Nerja;Mujeres;2021;10.661
29075 Nerja;Mujeres;2020;10.713
29075 Nerja;Mujeres;2019;10.681
29075 Nerja;Mujeres;2018;10.664
29075 Nerja;Mujeres;2017;10.649
29075 Nerja;Mujeres;2016;10.716
29075 Nerja;Mujeres;2015;10.739
29075 Nerja;Mujeres;2014;10.462
29075 Nerja;Mujeres;2013;11.577
29075 Nerja;Mujeres;2012;11.408
29075 Nerja;Mujeres;2011;11.223
29075 Nerja;Mujeres;2010;11.081
29075 Nerja;Mujeres;2009;10.987
29075 Nerja;Mujeres;2008;10.873
29075 Nerja;Mujeres;2007;10.483
29075 Nerja;Mujeres;2006;10.290
29075 Nerja;Mujeres;2005;9.823
29075 Nerja;Mujeres;2004;9.354
29075 Nerja;Mujeres;2003;8.942
29075 Nerja;Mujeres;2002;8.679
29075 Nerja;Mujeres;2001;8.331
29075 Nerja;Mujeres;2000;8.176
29075 Nerja;Mujeres;1999;7.962
29075 Nerja;Mujeres;1998;7.785
29075 Nerja;Mujeres;1997;""
29075 Nerja;Mujeres;1996;7.596
29076 Ojén;Total;2022;4.218
29076 Ojén;Total;2021;4.023
29076 Ojén;Total;2020;3.816
29076 Ojén;Total;2019;3.702
29076 Ojén;Total;2018;3.568
29076 Ojén;Total;2017;3.517
29076 Ojén;Total;2016;3.385
29076 Ojén;Total;2015;3.353
29076 Ojén;Total;2014;3.326
29076 Ojén;Total;2013;3.293
29076 Ojén;Total;2012;3.451
29076 Ojén;Total;2011;3.244
29076 Ojén;Total;2010;2.949
29076 Ojén;Total;2009;2.805
29076 Ojén;Total;2008;2.668
29076 Ojén;Total;2007;2.528
29076 Ojén;Total;2006;2.491
29076 Ojén;Total;2005;2.446
29076 Ojén;Total;2004;2.294
29076 Ojén;Total;2003;2.253
29076 Ojén;Total;2002;2.085
29076 Ojén;Total;2001;2.091
29076 Ojén;Total;2000;2.048
29076 Ojén;Total;1999;1.994
29076 Ojén;Total;1998;1.961
29076 Ojén;Total;1997;""
29076 Ojén;Total;1996;2.004
29076 Ojén;Hombres;2022;2.151
29076 Ojén;Hombres;2021;2.062
29076 Ojén;Hombres;2020;1.946
29076 Ojén;Hombres;2019;1.888
29076 Ojén;Hombres;2018;1.820
29076 Ojén;Hombres;2017;1.792
29076 Ojén;Hombres;2016;1.716
29076 Ojén;Hombres;2015;1.712
29076 Ojén;Hombres;2014;1.704
29076 Ojén;Hombres;2013;1.684
29076 Ojén;Hombres;2012;1.775
29076 Ojén;Hombres;2011;1.667
29076 Ojén;Hombres;2010;1.523
29076 Ojén;Hombres;2009;1.446
29076 Ojén;Hombres;2008;1.363
29076 Ojén;Hombres;2007;1.295
29076 Ojén;Hombres;2006;1.276
29076 Ojén;Hombres;2005;1.250
29076 Ojén;Hombres;2004;1.186
29076 Ojén;Hombres;2003;1.177
29076 Ojén;Hombres;2002;1.101
29076 Ojén;Hombres;2001;1.103
29076 Ojén;Hombres;2000;1.078
29076 Ojén;Hombres;1999;1.053
29076 Ojén;Hombres;1998;1.030
29076 Ojén;Hombres;1997;""
29076 Ojén;Hombres;1996;1.055
29076 Ojén;Mujeres;2022;2.067
29076 Ojén;Mujeres;2021;1.961
29076 Ojén;Mujeres;2020;1.870
29076 Ojén;Mujeres;2019;1.814
29076 Ojén;Mujeres;2018;1.748
29076 Ojén;Mujeres;2017;1.725
29076 Ojén;Mujeres;2016;1.669
29076 Ojén;Mujeres;2015;1.641
29076 Ojén;Mujeres;2014;1.622
29076 Ojén;Mujeres;2013;1.609
29076 Ojén;Mujeres;2012;1.676
29076 Ojén;Mujeres;2011;1.577
29076 Ojén;Mujeres;2010;1.426
29076 Ojén;Mujeres;2009;1.359
29076 Ojén;Mujeres;2008;1.305
29076 Ojén;Mujeres;2007;1.233
29076 Ojén;Mujeres;2006;1.215
29076 Ojén;Mujeres;2005;1.196
29076 Ojén;Mujeres;2004;1.108
29076 Ojén;Mujeres;2003;1.076
29076 Ojén;Mujeres;2002;984
29076 Ojén;Mujeres;2001;988
29076 Ojén;Mujeres;2000;970
29076 Ojén;Mujeres;1999;941
29076 Ojén;Mujeres;1998;931
29076 Ojén;Mujeres;1997;""
29076 Ojén;Mujeres;1996;949
29077 Parauta;Total;2022;272
29077 Parauta;Total;2021;251
29077 Parauta;Total;2020;239
29077 Parauta;Total;2019;251
29077 Parauta;Total;2018;253
29077 Parauta;Total;2017;209
29077 Parauta;Total;2016;230
29077 Parauta;Total;2015;249
29077 Parauta;Total;2014;251
29077 Parauta;Total;2013;241
29077 Parauta;Total;2012;242
29077 Parauta;Total;2011;265
29077 Parauta;Total;2010;254
29077 Parauta;Total;2009;231
29077 Parauta;Total;2008;242
29077 Parauta;Total;2007;252
29077 Parauta;Total;2006;226
29077 Parauta;Total;2005;236
29077 Parauta;Total;2004;245
29077 Parauta;Total;2003;250
29077 Parauta;Total;2002;208
29077 Parauta;Total;2001;215
29077 Parauta;Total;2000;225
29077 Parauta;Total;1999;223
29077 Parauta;Total;1998;230
29077 Parauta;Total;1997;""
29077 Parauta;Total;1996;252
29077 Parauta;Hombres;2022;138
29077 Parauta;Hombres;2021;129
29077 Parauta;Hombres;2020;123
29077 Parauta;Hombres;2019;126
29077 Parauta;Hombres;2018;125
29077 Parauta;Hombres;2017;104
29077 Parauta;Hombres;2016;112
29077 Parauta;Hombres;2015;116
29077 Parauta;Hombres;2014;121
29077 Parauta;Hombres;2013;118
29077 Parauta;Hombres;2012;116
29077 Parauta;Hombres;2011;130
29077 Parauta;Hombres;2010;120
29077 Parauta;Hombres;2009;112
29077 Parauta;Hombres;2008;118
29077 Parauta;Hombres;2007;126
29077 Parauta;Hombres;2006;115
29077 Parauta;Hombres;2005;123
29077 Parauta;Hombres;2004;123
29077 Parauta;Hombres;2003;129
29077 Parauta;Hombres;2002;109
29077 Parauta;Hombres;2001;112
29077 Parauta;Hombres;2000;117
29077 Parauta;Hombres;1999;115
29077 Parauta;Hombres;1998;120
29077 Parauta;Hombres;1997;""
29077 Parauta;Hombres;1996;136
29077 Parauta;Mujeres;2022;134
29077 Parauta;Mujeres;2021;122
29077 Parauta;Mujeres;2020;116
29077 Parauta;Mujeres;2019;125
29077 Parauta;Mujeres;2018;128
29077 Parauta;Mujeres;2017;105
29077 Parauta;Mujeres;2016;118
29077 Parauta;Mujeres;2015;133
29077 Parauta;Mujeres;2014;130
29077 Parauta;Mujeres;2013;123
29077 Parauta;Mujeres;2012;126
29077 Parauta;Mujeres;2011;135
29077 Parauta;Mujeres;2010;134
29077 Parauta;Mujeres;2009;119
29077 Parauta;Mujeres;2008;124
29077 Parauta;Mujeres;2007;126
29077 Parauta;Mujeres;2006;111
29077 Parauta;Mujeres;2005;113
29077 Parauta;Mujeres;2004;122
29077 Parauta;Mujeres;2003;121
29077 Parauta;Mujeres;2002;99
29077 Parauta;Mujeres;2001;103
29077 Parauta;Mujeres;2000;108
29077 Parauta;Mujeres;1999;108
29077 Parauta;Mujeres;1998;110
29077 Parauta;Mujeres;1997;""
29077 Parauta;Mujeres;1996;116
29079 Periana;Total;2022;3.234
29079 Periana;Total;2021;3.159
29079 Periana;Total;2020;3.089
29079 Periana;Total;2019;3.048
29079 Periana;Total;2018;3.068
29079 Periana;Total;2017;3.124
29079 Periana;Total;2016;3.149
29079 Periana;Total;2015;3.231
29079 Periana;Total;2014;3.361
29079 Periana;Total;2013;3.542
29079 Periana;Total;2012;3.560
29079 Periana;Total;2011;3.570
29079 Periana;Total;2010;3.602
29079 Periana;Total;2009;3.611
29079 Periana;Total;2008;3.600
29079 Periana;Total;2007;3.525
29079 Periana;Total;2006;3.524
29079 Periana;Total;2005;3.447
29079 Periana;Total;2004;3.396
29079 Periana;Total;2003;3.388
29079 Periana;Total;2002;3.355
29079 Periana;Total;2001;3.318
29079 Periana;Total;2000;3.387
29079 Periana;Total;1999;3.408
29079 Periana;Total;1998;3.417
29079 Periana;Total;1997;""
29079 Periana;Total;1996;3.466
29079 Periana;Hombres;2022;1.679
29079 Periana;Hombres;2021;1.644
29079 Periana;Hombres;2020;1.618
29079 Periana;Hombres;2019;1.602
29079 Periana;Hombres;2018;1.614
29079 Periana;Hombres;2017;1.644
29079 Periana;Hombres;2016;1.647
29079 Periana;Hombres;2015;1.690
29079 Periana;Hombres;2014;1.755
29079 Periana;Hombres;2013;1.847
29079 Periana;Hombres;2012;1.856
29079 Periana;Hombres;2011;1.852
29079 Periana;Hombres;2010;1.868
29079 Periana;Hombres;2009;1.859
29079 Periana;Hombres;2008;1.852
29079 Periana;Hombres;2007;1.814
29079 Periana;Hombres;2006;1.821
29079 Periana;Hombres;2005;1.772
29079 Periana;Hombres;2004;1.754
29079 Periana;Hombres;2003;1.765
29079 Periana;Hombres;2002;1.736
29079 Periana;Hombres;2001;1.717
29079 Periana;Hombres;2000;1.752
29079 Periana;Hombres;1999;1.757
29079 Periana;Hombres;1998;1.771
29079 Periana;Hombres;1997;""
29079 Periana;Hombres;1996;1.790
29079 Periana;Mujeres;2022;1.555
29079 Periana;Mujeres;2021;1.515
29079 Periana;Mujeres;2020;1.471
29079 Periana;Mujeres;2019;1.446
29079 Periana;Mujeres;2018;1.454
29079 Periana;Mujeres;2017;1.480
29079 Periana;Mujeres;2016;1.502
29079 Periana;Mujeres;2015;1.541
29079 Periana;Mujeres;2014;1.606
29079 Periana;Mujeres;2013;1.695
29079 Periana;Mujeres;2012;1.704
29079 Periana;Mujeres;2011;1.718
29079 Periana;Mujeres;2010;1.734
29079 Periana;Mujeres;2009;1.752
29079 Periana;Mujeres;2008;1.748
29079 Periana;Mujeres;2007;1.711
29079 Periana;Mujeres;2006;1.703
29079 Periana;Mujeres;2005;1.675
29079 Periana;Mujeres;2004;1.642
29079 Periana;Mujeres;2003;1.623
29079 Periana;Mujeres;2002;1.619
29079 Periana;Mujeres;2001;1.601
29079 Periana;Mujeres;2000;1.635
29079 Periana;Mujeres;1999;1.651
29079 Periana;Mujeres;1998;1.646
29079 Periana;Mujeres;1997;""
29079 Periana;Mujeres;1996;1.676
29080 Pizarra;Total;2022;9.661
29080 Pizarra;Total;2021;9.572
29080 Pizarra;Total;2020;9.444
29080 Pizarra;Total;2019;9.226
29080 Pizarra;Total;2018;9.118
29080 Pizarra;Total;2017;9.073
29080 Pizarra;Total;2016;9.106
29080 Pizarra;Total;2015;9.148
29080 Pizarra;Total;2014;9.201
29080 Pizarra;Total;2013;9.298
29080 Pizarra;Total;2012;9.269
29080 Pizarra;Total;2011;9.137
29080 Pizarra;Total;2010;8.990
29080 Pizarra;Total;2009;8.785
29080 Pizarra;Total;2008;8.652
29080 Pizarra;Total;2007;8.129
29080 Pizarra;Total;2006;7.812
29080 Pizarra;Total;2005;7.555
29080 Pizarra;Total;2004;7.165
29080 Pizarra;Total;2003;6.940
29080 Pizarra;Total;2002;6.600
29080 Pizarra;Total;2001;6.593
29080 Pizarra;Total;2000;6.608
29080 Pizarra;Total;1999;6.586
29080 Pizarra;Total;1998;6.602
29080 Pizarra;Total;1997;""
29080 Pizarra;Total;1996;6.586
29080 Pizarra;Hombres;2022;4.841
29080 Pizarra;Hombres;2021;4.801
29080 Pizarra;Hombres;2020;4.741
29080 Pizarra;Hombres;2019;4.636
29080 Pizarra;Hombres;2018;4.600
29080 Pizarra;Hombres;2017;4.580
29080 Pizarra;Hombres;2016;4.608
29080 Pizarra;Hombres;2015;4.626
29080 Pizarra;Hombres;2014;4.666
29080 Pizarra;Hombres;2013;4.745
29080 Pizarra;Hombres;2012;4.742
29080 Pizarra;Hombres;2011;4.674
29080 Pizarra;Hombres;2010;4.598
29080 Pizarra;Hombres;2009;4.484
29080 Pizarra;Hombres;2008;4.371
29080 Pizarra;Hombres;2007;4.079
29080 Pizarra;Hombres;2006;3.911
29080 Pizarra;Hombres;2005;3.755
29080 Pizarra;Hombres;2004;3.534
29080 Pizarra;Hombres;2003;3.420
29080 Pizarra;Hombres;2002;3.221
29080 Pizarra;Hombres;2001;3.201
29080 Pizarra;Hombres;2000;3.215
29080 Pizarra;Hombres;1999;3.201
29080 Pizarra;Hombres;1998;3.197
29080 Pizarra;Hombres;1997;""
29080 Pizarra;Hombres;1996;3.311
29080 Pizarra;Mujeres;2022;4.820
29080 Pizarra;Mujeres;2021;4.771
29080 Pizarra;Mujeres;2020;4.703
29080 Pizarra;Mujeres;2019;4.590
29080 Pizarra;Mujeres;2018;4.518
29080 Pizarra;Mujeres;2017;4.493
29080 Pizarra;Mujeres;2016;4.498
29080 Pizarra;Mujeres;2015;4.522
29080 Pizarra;Mujeres;2014;4.535
29080 Pizarra;Mujeres;2013;4.553
29080 Pizarra;Mujeres;2012;4.527
29080 Pizarra;Mujeres;2011;4.463
29080 Pizarra;Mujeres;2010;4.392
29080 Pizarra;Mujeres;2009;4.301
29080 Pizarra;Mujeres;2008;4.281
29080 Pizarra;Mujeres;2007;4.050
29080 Pizarra;Mujeres;2006;3.901
29080 Pizarra;Mujeres;2005;3.800
29080 Pizarra;Mujeres;2004;3.631
29080 Pizarra;Mujeres;2003;3.520
29080 Pizarra;Mujeres;2002;3.379
29080 Pizarra;Mujeres;2001;3.392
29080 Pizarra;Mujeres;2000;3.393
29080 Pizarra;Mujeres;1999;3.385
29080 Pizarra;Mujeres;1998;3.405
29080 Pizarra;Mujeres;1997;""
29080 Pizarra;Mujeres;1996;3.275
29081 Pujerra;Total;2022;274
29081 Pujerra;Total;2021;298
29081 Pujerra;Total;2020;308
29081 Pujerra;Total;2019;301
29081 Pujerra;Total;2018;294
29081 Pujerra;Total;2017;307
29081 Pujerra;Total;2016;305
29081 Pujerra;Total;2015;294
29081 Pujerra;Total;2014;294
29081 Pujerra;Total;2013;314
29081 Pujerra;Total;2012;326
29081 Pujerra;Total;2011;343
29081 Pujerra;Total;2010;347
29081 Pujerra;Total;2009;337
29081 Pujerra;Total;2008;334
29081 Pujerra;Total;2007;328
29081 Pujerra;Total;2006;316
29081 Pujerra;Total;2005;333
29081 Pujerra;Total;2004;320
29081 Pujerra;Total;2003;324
29081 Pujerra;Total;2002;292
29081 Pujerra;Total;2001;295
29081 Pujerra;Total;2000;304
29081 Pujerra;Total;1999;310
29081 Pujerra;Total;1998;313
29081 Pujerra;Total;1997;""
29081 Pujerra;Total;1996;347
29081 Pujerra;Hombres;2022;138
29081 Pujerra;Hombres;2021;154
29081 Pujerra;Hombres;2020;162
29081 Pujerra;Hombres;2019;158
29081 Pujerra;Hombres;2018;153
29081 Pujerra;Hombres;2017;160
29081 Pujerra;Hombres;2016;157
29081 Pujerra;Hombres;2015;155
29081 Pujerra;Hombres;2014;157
29081 Pujerra;Hombres;2013;167
29081 Pujerra;Hombres;2012;174
29081 Pujerra;Hombres;2011;189
29081 Pujerra;Hombres;2010;187
29081 Pujerra;Hombres;2009;182
29081 Pujerra;Hombres;2008;181
29081 Pujerra;Hombres;2007;176
29081 Pujerra;Hombres;2006;170
29081 Pujerra;Hombres;2005;183
29081 Pujerra;Hombres;2004;177
29081 Pujerra;Hombres;2003;180
29081 Pujerra;Hombres;2002;155
29081 Pujerra;Hombres;2001;165
29081 Pujerra;Hombres;2000;170
29081 Pujerra;Hombres;1999;173
29081 Pujerra;Hombres;1998;175
29081 Pujerra;Hombres;1997;""
29081 Pujerra;Hombres;1996;194
29081 Pujerra;Mujeres;2022;136
29081 Pujerra;Mujeres;2021;144
29081 Pujerra;Mujeres;2020;146
29081 Pujerra;Mujeres;2019;143
29081 Pujerra;Mujeres;2018;141
29081 Pujerra;Mujeres;2017;147
29081 Pujerra;Mujeres;2016;148
29081 Pujerra;Mujeres;2015;139
29081 Pujerra;Mujeres;2014;137
29081 Pujerra;Mujeres;2013;147
29081 Pujerra;Mujeres;2012;152
29081 Pujerra;Mujeres;2011;154
29081 Pujerra;Mujeres;2010;160
29081 Pujerra;Mujeres;2009;155
29081 Pujerra;Mujeres;2008;153
29081 Pujerra;Mujeres;2007;152
29081 Pujerra;Mujeres;2006;146
29081 Pujerra;Mujeres;2005;150
29081 Pujerra;Mujeres;2004;143
29081 Pujerra;Mujeres;2003;144
29081 Pujerra;Mujeres;2002;137
29081 Pujerra;Mujeres;2001;130
29081 Pujerra;Mujeres;2000;134
29081 Pujerra;Mujeres;1999;137
29081 Pujerra;Mujeres;1998;138
29081 Pujerra;Mujeres;1997;""
29081 Pujerra;Mujeres;1996;153
29082 Rincón de la Victoria;Total;2022;50.569
29082 Rincón de la Victoria;Total;2021;49.790
29082 Rincón de la Victoria;Total;2020;48.768
29082 Rincón de la Victoria;Total;2019;47.179
29082 Rincón de la Victoria;Total;2018;46.093
29082 Rincón de la Victoria;Total;2017;45.138
29082 Rincón de la Victoria;Total;2016;44.003
29082 Rincón de la Victoria;Total;2015;43.135
29082 Rincón de la Victoria;Total;2014;42.688
29082 Rincón de la Victoria;Total;2013;41.827
29082 Rincón de la Victoria;Total;2012;41.216
29082 Rincón de la Victoria;Total;2011;40.339
29082 Rincón de la Victoria;Total;2010;39.922
29082 Rincón de la Victoria;Total;2009;38.666
29082 Rincón de la Victoria;Total;2008;37.145
29082 Rincón de la Victoria;Total;2007;35.714
29082 Rincón de la Victoria;Total;2006;33.817
29082 Rincón de la Victoria;Total;2005;31.996
29082 Rincón de la Victoria;Total;2004;30.169
29082 Rincón de la Victoria;Total;2003;28.007
29082 Rincón de la Victoria;Total;2002;25.682
29082 Rincón de la Victoria;Total;2001;24.224
29082 Rincón de la Victoria;Total;2000;23.029
29082 Rincón de la Victoria;Total;1999;21.721
29082 Rincón de la Victoria;Total;1998;20.629
29082 Rincón de la Victoria;Total;1997;""
29082 Rincón de la Victoria;Total;1996;19.247
29082 Rincón de la Victoria;Hombres;2022;24.731
29082 Rincón de la Victoria;Hombres;2021;24.348
29082 Rincón de la Victoria;Hombres;2020;23.899
29082 Rincón de la Victoria;Hombres;2019;23.163
29082 Rincón de la Victoria;Hombres;2018;22.646
29082 Rincón de la Victoria;Hombres;2017;22.116
29082 Rincón de la Victoria;Hombres;2016;21.614
29082 Rincón de la Victoria;Hombres;2015;21.192
29082 Rincón de la Victoria;Hombres;2014;21.034
29082 Rincón de la Victoria;Hombres;2013;20.653
29082 Rincón de la Victoria;Hombres;2012;20.393
29082 Rincón de la Victoria;Hombres;2011;20.014
29082 Rincón de la Victoria;Hombres;2010;19.796
29082 Rincón de la Victoria;Hombres;2009;19.178
29082 Rincón de la Victoria;Hombres;2008;18.478
29082 Rincón de la Victoria;Hombres;2007;17.805
29082 Rincón de la Victoria;Hombres;2006;16.841
29082 Rincón de la Victoria;Hombres;2005;15.945
29082 Rincón de la Victoria;Hombres;2004;15.086
29082 Rincón de la Victoria;Hombres;2003;14.021
29082 Rincón de la Victoria;Hombres;2002;12.861
29082 Rincón de la Victoria;Hombres;2001;12.167
29082 Rincón de la Victoria;Hombres;2000;11.568
29082 Rincón de la Victoria;Hombres;1999;10.842
29082 Rincón de la Victoria;Hombres;1998;10.281
29082 Rincón de la Victoria;Hombres;1997;""
29082 Rincón de la Victoria;Hombres;1996;9.562
29082 Rincón de la Victoria;Mujeres;2022;25.838
29082 Rincón de la Victoria;Mujeres;2021;25.442
29082 Rincón de la Victoria;Mujeres;2020;24.869
29082 Rincón de la Victoria;Mujeres;2019;24.016
29082 Rincón de la Victoria;Mujeres;2018;23.447
29082 Rincón de la Victoria;Mujeres;2017;23.022
29082 Rincón de la Victoria;Mujeres;2016;22.389
29082 Rincón de la Victoria;Mujeres;2015;21.943
29082 Rincón de la Victoria;Mujeres;2014;21.654
29082 Rincón de la Victoria;Mujeres;2013;21.174
29082 Rincón de la Victoria;Mujeres;2012;20.823
29082 Rincón de la Victoria;Mujeres;2011;20.325
29082 Rincón de la Victoria;Mujeres;2010;20.126
29082 Rincón de la Victoria;Mujeres;2009;19.488
29082 Rincón de la Victoria;Mujeres;2008;18.667
29082 Rincón de la Victoria;Mujeres;2007;17.909
29082 Rincón de la Victoria;Mujeres;2006;16.976
29082 Rincón de la Victoria;Mujeres;2005;16.051
29082 Rincón de la Victoria;Mujeres;2004;15.083
29082 Rincón de la Victoria;Mujeres;2003;13.986
29082 Rincón de la Victoria;Mujeres;2002;12.821
29082 Rincón de la Victoria;Mujeres;2001;12.057
29082 Rincón de la Victoria;Mujeres;2000;11.461
29082 Rincón de la Victoria;Mujeres;1999;10.879
29082 Rincón de la Victoria;Mujeres;1998;10.348
29082 Rincón de la Victoria;Mujeres;1997;""
29082 Rincón de la Victoria;Mujeres;1996;9.685
29083 Riogordo;Total;2022;2.762
29083 Riogordo;Total;2021;2.734
29083 Riogordo;Total;2020;2.723
29083 Riogordo;Total;2019;2.724
29083 Riogordo;Total;2018;2.701
29083 Riogordo;Total;2017;2.715
29083 Riogordo;Total;2016;2.812
29083 Riogordo;Total;2015;2.936
29083 Riogordo;Total;2014;2.896
29083 Riogordo;Total;2013;3.083
29083 Riogordo;Total;2012;3.107
29083 Riogordo;Total;2011;3.127
29083 Riogordo;Total;2010;3.059
29083 Riogordo;Total;2009;3.102
29083 Riogordo;Total;2008;3.090
29083 Riogordo;Total;2007;3.052
29083 Riogordo;Total;2006;3.032
29083 Riogordo;Total;2005;2.947
29083 Riogordo;Total;2004;2.873
29083 Riogordo;Total;2003;2.786
29083 Riogordo;Total;2002;2.636
29083 Riogordo;Total;2001;2.673
29083 Riogordo;Total;2000;2.692
29083 Riogordo;Total;1999;2.692
29083 Riogordo;Total;1998;2.680
29083 Riogordo;Total;1997;""
29083 Riogordo;Total;1996;2.662
29083 Riogordo;Hombres;2022;1.447
29083 Riogordo;Hombres;2021;1.423
29083 Riogordo;Hombres;2020;1.416
29083 Riogordo;Hombres;2019;1.429
29083 Riogordo;Hombres;2018;1.423
29083 Riogordo;Hombres;2017;1.423
29083 Riogordo;Hombres;2016;1.469
29083 Riogordo;Hombres;2015;1.539
29083 Riogordo;Hombres;2014;1.521
29083 Riogordo;Hombres;2013;1.604
29083 Riogordo;Hombres;2012;1.620
29083 Riogordo;Hombres;2011;1.616
29083 Riogordo;Hombres;2010;1.574
29083 Riogordo;Hombres;2009;1.597
29083 Riogordo;Hombres;2008;1.604
29083 Riogordo;Hombres;2007;1.585
29083 Riogordo;Hombres;2006;1.576
29083 Riogordo;Hombres;2005;1.518
29083 Riogordo;Hombres;2004;1.470
29083 Riogordo;Hombres;2003;1.430
29083 Riogordo;Hombres;2002;1.347
29083 Riogordo;Hombres;2001;1.363
29083 Riogordo;Hombres;2000;1.366
29083 Riogordo;Hombres;1999;1.372
29083 Riogordo;Hombres;1998;1.371
29083 Riogordo;Hombres;1997;""
29083 Riogordo;Hombres;1996;1.355
29083 Riogordo;Mujeres;2022;1.315
29083 Riogordo;Mujeres;2021;1.311
29083 Riogordo;Mujeres;2020;1.307
29083 Riogordo;Mujeres;2019;1.295
29083 Riogordo;Mujeres;2018;1.278
29083 Riogordo;Mujeres;2017;1.292
29083 Riogordo;Mujeres;2016;1.343
29083 Riogordo;Mujeres;2015;1.397
29083 Riogordo;Mujeres;2014;1.375
29083 Riogordo;Mujeres;2013;1.479
29083 Riogordo;Mujeres;2012;1.487
29083 Riogordo;Mujeres;2011;1.511
29083 Riogordo;Mujeres;2010;1.485
29083 Riogordo;Mujeres;2009;1.505
29083 Riogordo;Mujeres;2008;1.486
29083 Riogordo;Mujeres;2007;1.467
29083 Riogordo;Mujeres;2006;1.456
29083 Riogordo;Mujeres;2005;1.429
29083 Riogordo;Mujeres;2004;1.403
29083 Riogordo;Mujeres;2003;1.356
29083 Riogordo;Mujeres;2002;1.289
29083 Riogordo;Mujeres;2001;1.310
29083 Riogordo;Mujeres;2000;1.326
29083 Riogordo;Mujeres;1999;1.320
29083 Riogordo;Mujeres;1998;1.309
29083 Riogordo;Mujeres;1997;""
29083 Riogordo;Mujeres;1996;1.307
29084 Ronda;Total;2022;33.401
29084 Ronda;Total;2021;33.624
29084 Ronda;Total;2020;33.730
29084 Ronda;Total;2019;33.877
29084 Ronda;Total;2018;33.978
29084 Ronda;Total;2017;34.268
29084 Ronda;Total;2016;34.381
29084 Ronda;Total;2015;35.676
29084 Ronda;Total;2014;36.208
29084 Ronda;Total;2013;36.665
29084 Ronda;Total;2012;36.698
29084 Ronda;Total;2011;36.793
29084 Ronda;Total;2010;36.909
29084 Ronda;Total;2009;36.827
29084 Ronda;Total;2008;36.532
29084 Ronda;Total;2007;36.122
29084 Ronda;Total;2006;35.836
29084 Ronda;Total;2005;35.512
29084 Ronda;Total;2004;34.948
29084 Ronda;Total;2003;35.137
29084 Ronda;Total;2002;34.470
29084 Ronda;Total;2001;34.214
29084 Ronda;Total;2000;34.021
29084 Ronda;Total;1999;33.806
29084 Ronda;Total;1998;33.806
29084 Ronda;Total;1997;""
29084 Ronda;Total;1996;34.385
29084 Ronda;Hombres;2022;16.205
29084 Ronda;Hombres;2021;16.295
29084 Ronda;Hombres;2020;16.362
29084 Ronda;Hombres;2019;16.427
29084 Ronda;Hombres;2018;16.530
29084 Ronda;Hombres;2017;16.665
29084 Ronda;Hombres;2016;16.762
29084 Ronda;Hombres;2015;17.421
29084 Ronda;Hombres;2014;17.691
29084 Ronda;Hombres;2013;17.915
29084 Ronda;Hombres;2012;17.924
29084 Ronda;Hombres;2011;18.007
